features,target
nice pub near frankie n benny near warner cinema,0
got itmail panren paru,0
apo mokka player,0
ok pa nothing problememoji,0
dog must always wait till end day word run time cell already,0
pas dis ur contact n see wat u get redim luv wid u blueu put smile face purpleu r realy hot pinku r swt orangei thnk lyk u greeni realy wana go wid u yelowi wnt u bck blackim jealous u browni miss nw plz giv one color,0
hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,0
carlos taking sweet time usual let know patty donewant smoke ill tell haul as,0
oh love soooo good hear omg missed much today im sorry problem provider thank tming,0
exhausted train morning much wine pie sleep well,0
im home please call,0
hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement number acc,0
guaranteed poundnumber cash poundnumber prize claim yr prize call customer service representative number numberamnumberpm cost numberp,1
free messagethanks using auction subscription service number numberpmsgrcvd number skip auction txt number unsubscribe txt stop customercare number,1
guess could good excuse lol,0
dunno lei might b eatin wif frens wan eat wait number lar,0
ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,0
si lor juz watched italian job,0
usually take fifteen fucking minute respond yes question,0
took tablet reaction morning,0
send someone else emoji,0
lmao know well,0
think disturbing da,0
oooh bed ridden ey thinking,0
long get reply defer admission til next semester,0
juz remembered got ta bathe dog today,0
thanks temales wonderful thank great week,0
outside office take,0
hmm thinking lor,0
oh ok prob,0
want send something sell fast ltgt k easy money,0
call freephone number number number,1
get official england poly ringtone colour flag yer mobile tonight game text tone flag number optout txt eng stop boxnumber wnumberwx poundnumbernumber,1
dare stupid wont tell anything hear wont talk,0
buy blackberry bold number torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g,0
tonight yeah id,0
hi number ibh customer loyalty offer new nokianumber mobile poundnumber txtauctiontxt wordstart nonumber get nownumbert,1
dare change ring,0
youll never believe actually got taunton wow,0
send number give reply tomorrow morning said like ok,0
u wake already wat u u picking u later rite im taking sqnumber reaching ard number smth number like dat u check e arrival time c ya soon,0
haha money leh later got go tuition haha looking empty slot driving lesson,0
hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx,0
greeting consider excused,0
need go get,0
poor girl cant go one day lmao,0
ur balance poundnumber ur next question sang uptown girl number number answer txt ur answer number good luck,1
want sent ltgt mesages today thats sorry hurt,0
hows husband,0
aight call youre close,0
get ready moan scream emoji,0
guess somebody know secretly fancy wan na find give u call number landline dateboxnumberessexcmnumberxn numberpmin number,1
type stuff sing,0
ill post lnumberr class,0
wonder got online love gone net cafe get phone recharged friend net think boytoy,0
took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow,0
lol enjoy role playing much,0
hello boytoy made home constant thought love hope nice visit cant wait till come home kiss,0
pocked,0
dunno lei neva say,0
slept thinkthis time ltgt pm dangerous,0
beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorningemoji,0
happy new year melody,0
speaking cash yet,0
lot happened feel quiet beth aunt charlie working lot helen mo,0
u outbid simonwatsonnumber shinco dvd plyr number bid visit sm acsmsrewards number end bid notification reply end,1
av new number wil u use oneta,0
watching tv got new job emoji,0
congratulation youve youre winner august poundnumber prize draw call number prize code number,1
oops ill let know roommate done,0
u go phone gon na die stay,0
dun wear jean lor,0
think one saying clearly ok leave need ask go come,0
ur paper e morn aft tmr,0
whenevr ur sad whenevr ur gray remembr im number listn number watevr u wan na say jus walk wid little whileamp promise ill bring back ur smileemoji,0
mm kanji dont eat anything heavy ok,0
see letter b car,0
aight thanks comin,0
ok,0
lol would mom would fit tell whole family crazy terrible,0
come ur home,0
project pa come,0
wont touch permission,0
pleased inform application airtel broadband processed successfully installation happen within number day,0
sef dey laugh meanwhile hows darling anjie,0
hello hows saturday go texting see youd decided anything tomo im trying invite anything,0
midnight earliest,0
recieve tone within next numberhrs term condition please see channel u teletext pg number,1
sir need axis bank account bank address,0
registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone,0
yup n fren lor im meeting fren number,0
thats shame maybe cld meet hr tomo,0
excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urselfemoji gnemoji,0
ask say please message,0
pls go today ltgt dont want excuse,0
ya toldshe asking wats matter,0
interflora late order interflora flower christmas call number number place order midnight tomorrow,1
ok cool see ya,0
new deus ex game comin early next yr,0
hai priya right doctor said pa,0
ok lar u sleep early nite,0
okay lor still let u go ah coz know later drop card box right,0
thing r good thanx got exam march ive done revision fran still boyf ive got ta interviw number exeter bit worriedx,0
whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever im tired thia argument every week ltgt movie doesnt inlude preview youre still getting number,0
im meeting call later,0
customer service announcement recently tried make delivery unable please call number reschedule refnumber,1
problem baby good time talk called left message,0
winner specially selected receive poundnumber cash poundnumber award speak live operator claim call numberamnumberpm cost numberp,1
call da waiting call,0
dont know shes getting message,0
gim ltgt minute ago,0
keep safe need miss already envy everyone see real life,0
free entry number wkly comp win fa cup final tkts numberst may number text fa number receive entry questionstd txt ratetcs apply numberovernumbers,1
tone club sub eemojiired number resub reply monoc number mono polyc number polys number weekly numberp per week txt stop number stop msg free stream number,1
ill obey,0
im movie call number wat,0
well officially philosophical hole u wan na call home ready saved,0
cbe really good nowadaysemojilot shop showroomsemojicity shaping good,0
number free tarot text find love life try number free text chance number number number free msg poundnumbernumber,1
u free sat rite u wan number watch infernal affair wif n darren n mayb xy,0
ok called mom instead fun,0
dont file bagi work called mei tell find anything room,0
office na,0
hi darlin ive got back really nice night thanks much lift see u tomorrow xxx,0
urgent trying contact u today draw show poundnumber prize guaranteed call number land line claim cnumber validnumberhrs,1
thank princess want see nice juicy booty,0
daddy take good care emoji,0
anything lor coming,0
u really pig leh sleep much dad wake number smth number eat lunch today,0
hi chikku send nice msg,0
wow never realized embarassed accomodations thought liked since best could always seemed happy cave im sorry didnt dont give im sorry offered im sorry room embarassing,0
aiyah wait lor u entertain hee,0
got arrested possession shit lttimegt pm,0
santha num corrct dane,0
ok thanx gd nite number,0
im sick im needy want pout stomp foot pout stomp foot want slave want,0
